,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Happy Now (feat. Sandro Cavazza),14sOS5L36385FJ3OL8hew4,0.374,0.693,211362,0.575,0.0,9,0.252,-6.998,1,0.0801,117.999,0.492,https://api.spotify.com/v1/tracks/14sOS5L36385FJ3OL8hew4
Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,0.374,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR
Body - Dzeko Remix,4RgDgaohkG08f630ZT9QKc,0.00812,0.653,165714,0.946,0.000207,5,0.126,-3.757,0,0.0556,125.966,0.653,https://api.spotify.com/v1/tracks/4RgDgaohkG08f630ZT9QKc
Say My Name,3MoV1UsAJmz64LHqyiRMp0,0.137,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,0.79,https://api.spotify.com/v1/tracks/3MoV1UsAJmz64LHqyiRMp0
I Found You (with Calvin Harris),5sdb5pMhcK44SSLsj1moUh,0.033,0.775,191496,0.872,0.0579,6,0.298,-4.194,1,0.0469,122.994,0.379,https://api.spotify.com/v1/tracks/5sdb5pMhcK44SSLsj1moUh
Magic - Filous Remix,5JkU3eQc3wgVIuCFsrFt6K,0.132,0.772,185039,0.694,0.00107,8,0.0501,-3.939,1,0.0324,104.999,0.607,https://api.spotify.com/v1/tracks/5JkU3eQc3wgVIuCFsrFt6K
Spaceman - Tiesto Remix Edit,6tPcv3GSPeSNFCqVsGjycu,0.00151,0.611,355873,0.673,0.000447,1,0.0826,-9.686,0,0.0417,137.988,0.54,https://api.spotify.com/v1/tracks/6tPcv3GSPeSNFCqVsGjycu
Do Not Disturb (feat. Bella Thorne),5HF4EV6LBrAbglrsgjLrV8,0.0016,0.736,163925,0.897,0.00214,1,0.446,-3.276,1,0.0588,120.028,0.537,https://api.spotify.com/v1/tracks/5HF4EV6LBrAbglrsgjLrV8
UCLA,3OaunNUlXXs5e2PXtNAzzG,0.0742,0.536,192000,0.879,0.0,1,0.0847,-3.019,1,0.0621,140.137,0.334,https://api.spotify.com/v1/tracks/3OaunNUlXXs5e2PXtNAzzG
Sun In Our Eyes - Don Diablo Remix,1Cfws8y490Zpsqsyeme6V1,0.0589,0.699,206453,0.861,2.64e-06,4,0.0794,-3.09,0,0.173,125.942,0.315,https://api.spotify.com/v1/tracks/1Cfws8y490Zpsqsyeme6V1
Audio - CID Remix,3ajiUFrVUHsmU5F2pv3kzd,0.106,0.524,161973,0.913,0.000131,3,0.177,-3.069,0,0.05,123.936,0.644,https://api.spotify.com/v1/tracks/3ajiUFrVUHsmU5F2pv3kzd
Speechless (feat. Erika Sirola),1rCcsYnmqbMYdkG7kS9GC5,0.0161,0.574,214942,0.728,1.42e-06,1,0.0851,-4.777,1,0.062,125.047,0.266,https://api.spotify.com/v1/tracks/1rCcsYnmqbMYdkG7kS9GC5
Ce Soir ? - HUGEL VIP edit,6MlVFAUYOEBfyVQHYqeKBz,0.00471,0.872,241951,0.619,0.0185,5,0.604,-5.085,1,0.0526,122.989,0.178,https://api.spotify.com/v1/tracks/6MlVFAUYOEBfyVQHYqeKBz
There's No Way (feat. Julia Michaels) - Alle Farben Remix,3LaQ1GajOXoUeiTA9UAcCK,0.0229,0.768,187301,0.83,0.000127,11,0.145,-4.983,0,0.036,126.007,0.444,https://api.spotify.com/v1/tracks/3LaQ1GajOXoUeiTA9UAcCK
Papercuts (feat. Sunset City),3BCVdnNWZBZFJOrb6w97dx,0.0487,0.65,175000,0.863,0.0,0,0.0952,-6.021,0,0.0362,100.967,0.434,https://api.spotify.com/v1/tracks/3BCVdnNWZBZFJOrb6w97dx
I Like It - Dillon Francis Remix,6WK7h2WfMmnX7zOZnfzoYo,0.00256,0.731,219200,0.854,1.49e-05,5,0.386,-4.635,0,0.149,150.163,0.651,https://api.spotify.com/v1/tracks/6WK7h2WfMmnX7zOZnfzoYo
Why Are We So Broken (feat. blink-182),5yETxZBoH5AJywvFXCUCZe,0.00263,0.587,228421,0.89,0.0,7,0.157,-5.016,0,0.0405,119.953,0.382,https://api.spotify.com/v1/tracks/5yETxZBoH5AJywvFXCUCZe
How Can I Forget - Sebastian Perez Remix,3jsadYz8q2jr2sDlqwwT3m,0.0198,0.696,178064,0.914,4.2e-06,0,0.0819,-5.192,0,0.072,124.019,0.904,https://api.spotify.com/v1/tracks/3jsadYz8q2jr2sDlqwwT3m
Top Shelf (feat. Bipolar Sunshine),0c2r4R6A5eSz1yqrSvMkmj,0.00358,0.646,181633,0.836,0.00203,0,0.275,-7.479,1,0.0405,126.911,0.307,https://api.spotify.com/v1/tracks/0c2r4R6A5eSz1yqrSvMkmj
Sunday Morning (feat. Josie Dunne),2TKSH16Qb0zVRcqrHc3D3h,0.173,0.673,185806,0.651,0.0,3,0.112,-6.982,0,0.0587,123.98,0.428,https://api.spotify.com/v1/tracks/2TKSH16Qb0zVRcqrHc3D3h
Drowning (Nitti Gritti & Shndō Remix),0V3zlYcGSgt46sF1I3YpN0,0.0389,0.617,170323,0.767,1.48e-06,9,0.0612,-5.488,1,0.0616,124.126,0.116,https://api.spotify.com/v1/tracks/0V3zlYcGSgt46sF1I3YpN0
Diamond Heart - Dzeko Remix,7zWmKZTGYu58eqxNbBVda6,0.0591,0.597,186960,0.885,0.0,9,0.342,-4.535,0,0.06,110.106,0.61,https://api.spotify.com/v1/tracks/7zWmKZTGYu58eqxNbBVda6
