,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Turn Your Lights Down Low,1ILZVxd4FCgURhwRRNKQ85,0.0131,0.733,346302,0.668,2.6e-06,11,0.0312,-5.29,0,0.0755,83.107,0.766,https://api.spotify.com/v1/tracks/1ILZVxd4FCgURhwRRNKQ85
"Mount Zion Medley (ft. Capleton, Jah Cure, LMS, Ras Shiloh, Bushman)",1NaBa0dIa7Nb031z5dMPDD,0.121,0.622,357027,0.467,0.0,10,0.153,-11.454,0,0.295,137.722,0.778,https://api.spotify.com/v1/tracks/1NaBa0dIa7Nb031z5dMPDD
One Drop,0lzOFW7ELjXom0Jua03stq,0.113,0.901,231773,0.472,1e-05,0,0.152,-7.365,1,0.231,121.242,0.828,https://api.spotify.com/v1/tracks/0lzOFW7ELjXom0Jua03stq
War Ina Babylon,2A8STXl9WBT0JORAANv763,0.0659,0.647,290627,0.699,0.0,7,0.0683,-6.67,1,0.119,147.759,0.862,https://api.spotify.com/v1/tracks/2A8STXl9WBT0JORAANv763
Last Night,5DuH0tZGEcsDhrSrQsrKD8,0.45,0.691,179973,0.707,0.0,0,0.075,-5.12,1,0.207,66.681,0.818,https://api.spotify.com/v1/tracks/5DuH0tZGEcsDhrSrQsrKD8
One Draw,5X13b4CYce5Y6NYPfmYsXr,0.0312,0.791,265627,0.43,0.000189,2,0.0476,-11.316,1,0.068,89.519,0.716,https://api.spotify.com/v1/tracks/5X13b4CYce5Y6NYPfmYsXr
That Girl,24s6yppvGO5he6wRwCaGrr,0.056,0.667,240947,0.698,0.0,5,0.335,-7.35,0,0.119,138.654,0.662,https://api.spotify.com/v1/tracks/24s6yppvGO5he6wRwCaGrr
The Voices Of Sweet Jamaica - All Star Remix,6ueDnmAamC2RcxY9izQQia,0.034,0.669,246364,0.71,0.0,10,0.144,-3.644,1,0.134,174.052,0.908,https://api.spotify.com/v1/tracks/6ueDnmAamC2RcxY9izQQia
Wanted Dread and Alive - 2002 Remastered Version,5jkxC8SIZJ4qqusxRPVS5s,0.381,0.795,268213,0.731,0.00163,9,0.0548,-6.056,1,0.0529,96.161,0.884,https://api.spotify.com/v1/tracks/5jkxC8SIZJ4qqusxRPVS5s
Suit & Tie,2PdAkRZKiwjDzRNWFdXvp6,0.0158,0.635,267900,0.79,0.0,1,0.0757,-4.54,1,0.15,141.37,0.717,https://api.spotify.com/v1/tracks/2PdAkRZKiwjDzRNWFdXvp6
Tenement Yard,2zH0Z7CEPVnpDbI1sqC8dw,0.445,0.887,159173,0.387,0.0,4,0.103,-13.19,1,0.212,144.184,0.973,https://api.spotify.com/v1/tracks/2zH0Z7CEPVnpDbI1sqC8dw
Nuthin' Wrong With The World,4HWhdjFpP7Ki6GdpAmIfxK,0.172,0.699,251507,0.82,0.0,11,0.465,-4.027,0,0.246,146.955,0.931,https://api.spotify.com/v1/tracks/4HWhdjFpP7Ki6GdpAmIfxK
Beach In Hawaii,1ZPsdTkzhDeHjA5c2Rnt2I,0.211,0.807,220413,0.458,9.01e-06,9,0.0839,-9.594,0,0.0361,100.959,0.874,https://api.spotify.com/v1/tracks/1ZPsdTkzhDeHjA5c2Rnt2I
Rasta Nuh Gangsta - Short Mix,1ReBkgmpiYC1HnQMH1f1BW,0.0391,0.704,304261,0.515,3.37e-06,1,0.0606,-6.053,1,0.112,135.374,0.517,https://api.spotify.com/v1/tracks/1ReBkgmpiYC1HnQMH1f1BW
Bigger Heads,3a3BlluCGxdS7oBMQQXrFA,0.0247,0.807,205000,0.557,0.0,0,0.143,-11.695,0,0.142,142.976,0.627,https://api.spotify.com/v1/tracks/3a3BlluCGxdS7oBMQQXrFA
Girls Dem Sugar,3j8EEMm9kbPLqByuaHmUmQ,0.118,0.603,257893,0.782,0.0,2,0.363,-4.832,1,0.162,124.303,0.731,https://api.spotify.com/v1/tracks/3j8EEMm9kbPLqByuaHmUmQ
It's A Pity,46oKpr00CmuPJGvPZ3y9uk,0.00788,0.66,253160,0.811,0.0,7,0.0145,-5.448,1,0.332,139.619,0.821,https://api.spotify.com/v1/tracks/46oKpr00CmuPJGvPZ3y9uk
Hey Baby,5mWaxl8KzwAop3kfNNyNZX,0.114,0.629,294787,0.604,3.98e-06,10,0.082,-5.639,0,0.294,184.909,0.627,https://api.spotify.com/v1/tracks/5mWaxl8KzwAop3kfNNyNZX
Waiting In Vain,7FILn9Akg2468HPNsRZCkq,0.025,0.838,256493,0.453,2.42e-05,8,0.116,-11.536,1,0.31,78.837,0.815,https://api.spotify.com/v1/tracks/7FILn9Akg2468HPNsRZCkq
Sinsemilla,7jnrRv88TT4trt5ZeVgiMe,0.0176,0.85,309880,0.565,0.0217,4,0.072,-10.891,0,0.0969,131.225,0.709,https://api.spotify.com/v1/tracks/7jnrRv88TT4trt5ZeVgiMe
"Baby, I Love Your Way",1Rvl8qsKJurfFTyWLBI9ib,0.0528,0.651,249520,0.747,0.0,1,0.207,-7.269,0,0.0699,147.518,0.776,https://api.spotify.com/v1/tracks/1Rvl8qsKJurfFTyWLBI9ib
Rebellion Rises,5OOtBTUWEWVn9IRGUAAvSN,0.0177,0.796,205995,0.604,1.15e-06,6,0.106,-8.209,0,0.0684,91.503,0.787,https://api.spotify.com/v1/tracks/5OOtBTUWEWVn9IRGUAAvSN
Humanity (Love the Way It Should Be),6eXNZLPoIikMlKuo1lKBAa,0.0161,0.46,229387,0.643,0.00675,5,0.127,-4.317,1,0.0307,130.31,0.506,https://api.spotify.com/v1/tracks/6eXNZLPoIikMlKuo1lKBAa
Medication,7rtUEnmzlULs6kSCmEwgGr,0.031,0.868,222467,0.568,0.0,10,0.214,-6.794,0,0.247,84.988,0.812,https://api.spotify.com/v1/tracks/7rtUEnmzlULs6kSCmEwgGr
Kingston Town,3yDxEMaxtUATqs22VgqzTu,0.116,0.957,231733,0.217,0.0408,8,0.0795,-14.626,1,0.0595,102.073,0.771,https://api.spotify.com/v1/tracks/3yDxEMaxtUATqs22VgqzTu
Cool and Calm,1vl5jVbo2INarbfx43KHjH,0.161,0.794,267401,0.399,7.09e-06,0,0.0475,-11.516,1,0.174,76.374,0.839,https://api.spotify.com/v1/tracks/1vl5jVbo2INarbfx43KHjH
Iron Lion Zion,455qS91NtCkjFhn3Kpg3Ne,0.00885,0.714,192707,0.638,0.000976,6,0.262,-6.842,0,0.0311,142.338,0.772,https://api.spotify.com/v1/tracks/455qS91NtCkjFhn3Kpg3Ne
She's Royal,6dFOwtd9iBMERardJvsIxY,0.00834,0.758,251027,0.459,0.0,0,0.0742,-5.947,0,0.109,78.097,0.828,https://api.spotify.com/v1/tracks/6dFOwtd9iBMERardJvsIxY
Weekend's Long,2wesMl2czkDPZ4iE6X8WPC,0.0424,0.582,267307,0.711,0.0,0,0.0714,-3.676,1,0.0354,179.067,0.867,https://api.spotify.com/v1/tracks/2wesMl2czkDPZ4iE6X8WPC
Blood Money,5e1k77pDTPzOYN9TOwpWn6,0.0334,0.807,228086,0.76,0.0,10,0.0794,-6.218,0,0.0906,77.993,0.801,https://api.spotify.com/v1/tracks/5e1k77pDTPzOYN9TOwpWn6
Always Be Around,0KRgNraCaToDAaa58znJgS,0.0484,0.733,243427,0.714,0.0,10,0.344,-6.76,0,0.0457,135.052,0.738,https://api.spotify.com/v1/tracks/0KRgNraCaToDAaa58znJgS
Hills And Valleys,2H4M3lyO2rJFQw33idCk1X,0.477,0.687,273040,0.544,0.0,3,0.0937,-8.642,1,0.162,72.082,0.742,https://api.spotify.com/v1/tracks/2H4M3lyO2rJFQw33idCk1X
That Day Will Come,6D4eMFcg3DquhNOQsNanQk,0.0674,0.672,246453,0.839,0.0,0,0.114,-5.034,0,0.114,153.37,0.917,https://api.spotify.com/v1/tracks/6D4eMFcg3DquhNOQsNanQk
I Shot The Sheriff,7bnRX1ObyGzzSuOWrNFLWw,0.313,0.799,281027,0.641,2.22e-05,8,0.0704,-9.33,1,0.171,96.806,0.719,https://api.spotify.com/v1/tracks/7bnRX1ObyGzzSuOWrNFLWw
The International Herb,0GGPUysb8GpCG76dQH63te,0.0585,0.825,200960,0.433,0.0,5,0.0618,-13.085,0,0.337,127.686,0.687,https://api.spotify.com/v1/tracks/0GGPUysb8GpCG76dQH63te
King Without a Crown - Live,6yalDzJGNoUQ2qSDlAdqU8,0.0876,0.604,288600,0.771,0.0,0,0.716,-6.591,0,0.0609,94.161,0.7,https://api.spotify.com/v1/tracks/6yalDzJGNoUQ2qSDlAdqU8
So Much Trouble In The World,7mV9ia2PsTJ1yYmGNv9tEE,0.214,0.834,240333,0.552,0.000352,9,0.048,-8.638,0,0.079,155.686,0.912,https://api.spotify.com/v1/tracks/7mV9ia2PsTJ1yYmGNv9tEE
All Of Me,6cZRY3VaE6FeiMPHpaTvq0,0.229,0.609,279533,0.696,0.0,5,0.102,-4.201,0,0.0642,131.036,0.425,https://api.spotify.com/v1/tracks/6cZRY3VaE6FeiMPHpaTvq0
Dash Wata,31Qgsts9pDVcocBJRS7lVl,0.0276,0.844,233920,0.566,2.65e-06,0,0.0706,-5.56,1,0.146,77.031,0.82,https://api.spotify.com/v1/tracks/31Qgsts9pDVcocBJRS7lVl
Games People Play,1VkNLfYxoS7Uc80xvt1xBK,0.0807,0.73,208230,0.892,0.0,9,0.323,-5.298,1,0.17,170.594,0.953,https://api.spotify.com/v1/tracks/1VkNLfYxoS7Uc80xvt1xBK
Murder She Wrote (Original Mix),0p4uJwIIGfN3tfTFvwALwB,0.13,0.872,247133,0.679,0.00746,11,0.323,-10.026,0,0.156,95.096,0.948,https://api.spotify.com/v1/tracks/0p4uJwIIGfN3tfTFvwALwB
One Day,5JlqbEj7Bbh2RdZgcO5kJE,0.198,0.346,207573,0.61,0.0,0,0.117,-5.818,1,0.15,68.552,0.235,https://api.spotify.com/v1/tracks/5JlqbEj7Bbh2RdZgcO5kJE
In My Arms,6lWwV7yfTJH0sPMqd1lpfq,0.323,0.682,224653,0.872,0.0,8,0.286,-4.363,1,0.127,75.983,0.849,https://api.spotify.com/v1/tracks/6lWwV7yfTJH0sPMqd1lpfq
Dubbing Is a Must Part 1 - 2010 Remastered Version,6KNlbrsKfea9WAwOi2yq84,0.138,0.904,290453,0.661,0.0146,1,0.11,-7.981,1,0.121,132.128,0.874,https://api.spotify.com/v1/tracks/6KNlbrsKfea9WAwOi2yq84
Funky Kingston,2Vgw7NYq8futWHxCm3RBy3,0.0884,0.765,294773,0.571,0.000409,11,0.0498,-7.766,1,0.108,98.956,0.922,https://api.spotify.com/v1/tracks/2Vgw7NYq8futWHxCm3RBy3
"Get Up, Stand Up",1nw8lTaFu9kphHRNy67lXa,0.229,0.797,197573,0.574,0.0,10,0.0602,-7.268,1,0.373,78.183,0.814,https://api.spotify.com/v1/tracks/1nw8lTaFu9kphHRNy67lXa
No Odda,2NItxEwfwOBQAKidPeh30h,0.0838,0.341,191396,0.596,0.000487,4,0.468,-3.346,0,0.0569,90.116,0.244,https://api.spotify.com/v1/tracks/2NItxEwfwOBQAKidPeh30h
Ice Cream Love,16DTl4nJDz444OcvTlbxxD,0.21,0.74,203400,0.687,1.82e-05,7,0.109,-6.608,0,0.278,73.083,0.782,https://api.spotify.com/v1/tracks/16DTl4nJDz444OcvTlbxxD
Lady,1hCohpxXi6GDJQ85PN70ma,0.104,0.722,397400,0.72,0.00668,3,0.13,-4.127,0,0.14,148.874,0.899,https://api.spotify.com/v1/tracks/1hCohpxXi6GDJQ85PN70ma
Cocody Rock,7wimjp5W96jhlIMblyBJmq,0.107,0.796,294000,0.669,0.000113,6,0.0891,-6.333,0,0.0911,147.374,0.96,https://api.spotify.com/v1/tracks/7wimjp5W96jhlIMblyBJmq
Smoke Marijuana,7d9hxwSIVfxXDE0I3VlWBo,0.197,0.646,243307,0.738,0.0,7,0.336,-5.827,0,0.213,68.816,0.622,https://api.spotify.com/v1/tracks/7d9hxwSIVfxXDE0I3VlWBo
Cool Down The Pace,069XwdkglfN94CvwUZvBxv,0.0887,0.87,315027,0.266,0.0217,10,0.0709,-15.559,1,0.264,76.37,0.929,https://api.spotify.com/v1/tracks/069XwdkglfN94CvwUZvBxv
Superior,2xc8WSkjAp4xRGV6I1Aktb,0.35,0.67,229707,0.756,0.0,0,0.0286,-5.561,0,0.112,152.348,0.972,https://api.spotify.com/v1/tracks/2xc8WSkjAp4xRGV6I1Aktb
One Love / People Get Ready,5NuNJOapnXYAJeeo3Q7cSr,0.0673,0.67,172933,0.516,0.0,10,0.0674,-9.598,1,0.366,154.186,0.939,https://api.spotify.com/v1/tracks/5NuNJOapnXYAJeeo3Q7cSr
Sweat (A La La La La Long),1SssFw74DdHVjRa6ADggdD,0.0124,0.787,227067,0.727,0.0,0,0.157,-7.705,1,0.224,173.025,0.936,https://api.spotify.com/v1/tracks/1SssFw74DdHVjRa6ADggdD
Love Is My Religion,3NmRPLkEx1EL7LHAe3OZVr,0.194,0.832,223653,0.704,0.0,9,0.386,-6.981,1,0.05,95.541,0.773,https://api.spotify.com/v1/tracks/3NmRPLkEx1EL7LHAe3OZVr
Sunshine Reggae - Original Mix '82,0z0JSkE5Nw3i3nin3BBSuG,0.101,0.704,257667,0.79,0.00657,8,0.0769,-5.756,1,0.0432,167.816,0.933,https://api.spotify.com/v1/tracks/0z0JSkE5Nw3i3nin3BBSuG
